File Name,Sentiment,Support Count,Oppose Count,Mixed Count,Reasons for Support,Reasons for Oppose,Prediction
10-13-16audio_5aCPC-2015-779.txt,Unclear,0,0,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Unclear
WLA04-20-16audio_3DIR-2015-1503.txt,Supportive,38,2,4,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
01-23-2014audio_04CPC12-1665.txt,Supportive,14,12,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
08-12-2010audio_04CPC09-944.txt,Unclear,0,0,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Unclear
10-18-2017audio_6DIR-2016-1648.txt,Unclear,0,0,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Unclear
09-05-17audio_6AA-2014-3308.txt,Supportive,14,8,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
08-23-2012audio1_07CPC12-551.txt,Supportive,16,0,2,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
10-18-2017audio_7DIR-2016-3573.txt,Supportive,22,14,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
01-26-17audio_9CPC-2016-2881.txt,Supportive,28,2,6,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
05-23-2017audio_5VTT-74328.txt,Supportive,90,30,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
02-09-17audio_6VTT-72928.txt,Supportive,32,2,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
01-24-2017audio_4TT-73626.txt,Supportive,50,10,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
04-01-09audio_04APCW08-3264.txt,Supportive,31,4,1,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
05-11-2017audio_7-8VTT-73981andCPC-2016-341.txt,Supportive,136,32,8,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
02-16-2017audio_4DIR-2016-1555.txt,Unclear,0,0,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Unclear
04-27-2017audio_9CPC-2015-3028.txt,Unclear,0,0,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Unclear
04-20-2017audio_6CPC-2016-2863.txt,Supportive,26,2,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
04-06-11audio_04APCW10-3101.txt,Supportive,22,7,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
12-14-17audio_7CPC-2016-3748.txt,Supportive,102,8,14,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
SV061412audio_03APCSV11-2447.txt,Unclear,0,0,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Unclear
07-14-2011audio_05DIR10-3277.txt,Supportive,14,0,2,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
01-22-09audio1_07APCSV07-2639.txt,Supportive,1,0,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
06-09-2011audio_06CPC11-515.txt,Supportive,18,0,2,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
SV111314audio1_05APCSV14-778.txt,Unclear,0,0,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Unclear
07-12-2011audio_03ZA11-448.txt,Supportive,4,0,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
WLA01-04-12audio_03ZA11-1481.txt,Supportive,2,0,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
10-09-2014audio_06CPC13-4125.txt,Supportive,71,9,2,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
WLA10-16-13audio_03ZA13-1420.txt,Supportive,2,0,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
09-12-2017audio_7APCC-2017-593-SPE.txt,Unclear,6,6,2,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Unclear
11-10-2011audio_05DIR11-1024.txt,Supportive,12,8,4,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
09-10-09audio_06CPC08-3222.txt,Supportive,39,5,2,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
11-14-2013audio_04CPC13-7.txt,Supportive,61,9,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
6-28-16audio_8APCC-2015-1040-SPE-SPP.txt,Supportive,86,14,10,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
06-13-2013audio_07CPC13-337.txt,Supportive,12,4,6,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
06-08-2017audio_5aCPC-2012-3028and5bCPC-2016-4190.txt,Unclear,0,0,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Unclear
SV011217Audio_4APCSV-2014-1615.txt,Supportive,16,0,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
NV09-20-12audio_04APCNV12-751.txt,Supportive,10,2,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
09-14-2017audio_7-8CPC-2016-1158andCPC-2015-1160.txt,Supportive,204,0,20,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
02-28-2017audio_5APCC-2015-3286-CU-SPR.txt,Unclear,0,0,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Unclear
NV03-21-13audio_03APCNV12-2703.txt,Supportive,26,10,2,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
11-09-17audio_12CPC-2016-4669.txt,Supportive,16,2,2,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
4-14-2016audio_7CPC-2015-2209-DB.txt,Supportive,32,12,4,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
SV121114audio_04APCSV14-2529.txt,Supportive,15,1,2,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
08-13-09audio_07CPC08-3222.txt,Supportive,21,4,2,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
07-27-2017audio_8VTT-73891.txt,Supportive,34,8,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
04-20-2017audio_9-10VTT-73536andZA-2015-1766.txt,Supportive,60,4,8,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
06-09-09audio_02VTT65583_ZA06-10260.txt,Unclear,0,0,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Unclear
12-08-2011audio_04DIR09-2065.txt,Mixed,0,0,2,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Likely Approved with Conditions
02-22-2011audio_03ZA10-2067.txt,Supportive,2,0,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
11-16-17audio_8CPC-2017-2121.txt,Supportive,34,4,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
10-26-17audio_7CPC-2014-4226.txt,Supportive,87,6,3,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
06-10-2010audio_10CPC09-4168.txt,Supportive,15,8,1,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
01-23-2014audio_09CPC13-872.txt,Supportive,17,2,3,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
02-22-2011audio_05VTT-70608.txt,Supportive,20,4,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
10-13-2011audio_06DIR09-2065.txt,Supportive,12,0,2,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
09-27-2011audio_03DIR11-1043.txt,Supportive,98,4,18,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
09-27-2012audio_04CPC12-972.txt,Supportive,8,0,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
SV072513audio_04APCSV12-2487.txt,Supportive,3,0,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
02-15-2017audio_4DIR-2013-2966.txt,Supportive,40,28,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
05-25-2017audio_5aCPC-2016-766.txt,Supportive,24,2,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
08-24-2017audio_6CPC-2017-699-DB.txt,Supportive,2,0,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
04-20-2017audio_11DIR-2016-304.txt,Supportive,56,18,14,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
WLA03-16-16audio_5_6AA-2014-2269_ZA-2014-2373.txt,Supportive,76,4,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
02-04-2010audio_05APCNV07-1703.txt,Supportive,4,1,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
01-12-17audio_7CPC-2016-1735.txt,Supportive,30,0,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
WLA12-04-13audio_04ZA13-1420.txt,Supportive,62,38,2,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
02-10-2011audio_07CPC10-2841.txt,Supportive,50,2,2,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Approved
10-27-16audio_5bCPC-2015-3905.txt,Unclear,0,0,0,Supportive reasons not extracted in this process,Opposition reasons not extracted in this process,Unclear
